/Users/karthikeyapoondla/Desktop/projects/virtual-self-driving-car/data/IMG/center_2025_05_30_15_38_48_370.jpg, /Users/karthikeyapoondla/Desktop/projects/virtual-self-driving-car/data/IMG/left_2025_05_30_15_38_48_370.jpg, /Users/karthikeyapoondla/Desktop/projects/virtual-self-driving-car/data/IMG/right_2025_05_30_15_38_48_370.jpg, 0, 0, 0, 0.4450456
/Users/karthikeyapoondla/Desktop/projects/virtual-self-driving-car/data/IMG/center_2025_05_30_15_38_48_474.jpg, /Users/karthikeyapoondla/Desktop/projects/virtual-self-driving-car/data/IMG/left_2025_05_30_15_38_48_474.jpg, /Users/karthikeyapoondla/Desktop/projects/virtual-self-driving-car/data/IMG/right_2025_05_30_15_38_48_474.jpg, 0, 0, 0, 0.4364201
/Users/karthikeyapoondla/Desktop/projects/virtual-self-driving-car/data/IMG/center_2025_05_30_15_38_48_577.jpg, /Users/karthikeyapoondla/Desktop/projects/virtual-self-driving-car/data/IMG/left_2025_05_30_15_38_48_577.jpg, /Users/karthikeyapoondla/Desktop/projects/virtual-self-driving-car/data/IMG/right_2025_05_30_15_38_48_577.jpg, 0, 0, 0, 0.4278813
/Users/karthikeyapoondla/Desktop/projects/virtual-self-driving-car/data/IMG/center_2025_05_30_15_38_48_678.jpg, /Users/karthikeyapoondla/Desktop/projects/virtual-self-driving-car/data/IMG/left_2025_05_30_15_38_48_678.jpg, /Users/karthikeyapoondla/Desktop/projects/virtual-self-driving-car/data/IMG/right_2025_05_30_15_38_48_678.jpg, 0, 0, 0, 0.4194279
/Users/karthikeyapoondla/Desktop/projects/virtual-self-driving-car/data/IMG/center_2025_05_30_15_38_48_782.jpg, /Users/karthikeyapoondla/Desktop/projects/virtual-self-driving-car/data/IMG/left_2025_05_30_15_38_48_782.jpg, /Users/karthikeyapoondla/Desktop/projects/virtual-self-driving-car/data/IMG/right_2025_05_30_15_38_48_782.jpg, 0, 0, 0, 0.4110595
/Users/karthikeyapoondla/Desktop/projects/virtual-self-driving-car/data/IMG/center_2025_05_30_15_38_48_887.jpg, /Users/karthikeyapoondla/Desktop/projects/virtual-self-driving-car/data/IMG/left_2025_05_30_15_38_48_887.jpg, /Users/karthikeyapoondla/Desktop/projects/virtual-self-driving-car/data/IMG/right_2025_05_30_15_38_48_887.jpg, 0, 0, 0, 0.4011278
/Users/karthikeyapoondla/Desktop/projects/virtual-self-driving-car/data/IMG/center_2025_05_30_15_38_48_987.jpg, /Users/karthikeyapoondla/Desktop/projects/virtual-self-driving-car/data/IMG/left_2025_05_30_15_38_48_987.jpg, /Users/karthikeyapoondla/Desktop/projects/virtual-self-driving-car/data/IMG/right_2025_05_30_15_38_48_987.jpg, 0, 0, 0, 0.3929429
/Users/karthikeyapoondla/Desktop/projects/virtual-self-driving-car/data/IMG/center_2025_05_30_15_38_49_091.jpg, /Users/karthikeyapoondla/Desktop/projects/virtual-self-driving-car/data/IMG/left_2025_05_30_15_38_49_091.jpg, /Users/karthikeyapoondla/Desktop/projects/virtual-self-driving-car/data/IMG/right_2025_05_30_15_38_49_091.jpg, 0, 0, 0, 0.38484
/Users/karthikeyapoondla/Desktop/projects/virtual-self-driving-car/data/IMG/center_2025_05_30_15_38_49_194.jpg, /Users/karthikeyapoondla/Desktop/projects/virtual-self-driving-car/data/IMG/left_2025_05_30_15_38_49_194.jpg, /Users/karthikeyapoondla/Desktop/projects/virtual-self-driving-car/data/IMG/right_2025_05_30_15_38_49_194.jpg, 0, 0, 0, 0.3768184
/Users/karthikeyapoondla/Desktop/projects/virtual-self-driving-car/data/IMG/center_2025_05_30_15_38_49_295.jpg, /Users/karthikeyapoondla/Desktop/projects/virtual-self-driving-car/data/IMG/left_2025_05_30_15_38_49_295.jpg, /Users/karthikeyapoondla/Desktop/projects/virtual-self-driving-car/data/IMG/right_2025_05_30_15_38_49_295.jpg, 0, 0, 0, 0.3688776
